,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1712,Male,0,Yes,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.0,0.0,No
1713,Female,0,No,No,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0.0,0.0,No
1714,Male,0,No,No,0.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.0,0.0,No
1715,Female,1,No,No,0.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),1.0,0.0,No
1716,Female,0,No,No,0.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1.0,0.0,Yes
1717,Female,0,No,No,1.0,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),0.0,1.0,No
1718,Female,0,Yes,Yes,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.0,0.0,No
1719,Female,0,Yes,No,0.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,1.0,0.0,No
1720,Female,1,No,No,0.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.0,0.0,No
1721,Male,0,Yes,No,0.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.0,0.0,No
1722,Male,0,No,No,0.0,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,1.0,0.0,No
1723,Female,0,No,No,1.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),1.0,1.0,No
1724,Male,0,Yes,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),1.0,1.0,No
1725,Male,0,No,No,0.0,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.0,0.0,Yes
1726,Female,1,No,No,0.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1.0,0.0,Yes
1727,Male,1,Yes,Yes,1.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,1.0,1.0,No
1728,Male,0,No,No,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.0,0.0,No
1729,Male,0,No,No,0.0,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.0,0.0,Yes
1730,Male,0,Yes,Yes,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),1.0,1.0,No
1731,Female,0,No,No,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.0,0.0,Yes
1732,Female,0,Yes,No,0.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.0,0.0,No
1733,Female,0,Yes,No,1.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),1.0,1.0,No
1734,Male,0,No,No,0.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1.0,0.0,Yes
1735,Male,0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),0.0,0.0,No
1736,Male,0,No,No,0.0,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),1.0,0.0,No
1737,Female,0,No,No,0.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),1.0,0.0,Yes
1738,Male,0,Yes,No,1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.0,0.0,No
1739,Female,0,Yes,No,1.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),1.0,1.0,No
1740,Female,0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),0.0,0.0,No
1741,Female,0,No,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.0,1.0,No
1742,Female,0,Yes,Yes,0.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),1.0,0.0,Yes
1743,Female,0,Yes,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.0,0.0,No
1744,Male,1,No,No,1.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.0,1.0,No
1745,Female,0,No,No,1.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),1.0,1.0,No
1746,Male,0,No,No,0.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,1.0,0.0,Yes
1747,Male,0,Yes,No,0.0,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),0.0,0.0,No
1748,Female,1,Yes,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),1.0,1.0,No
1749,Male,0,No,No,1.0,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),1.0,1.0,No
1750,Female,0,No,No,0.0,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,0.0,0.0,No
1751,Female,1,No,No,1.0,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),1.0,1.0,No
1752,Male,0,Yes,Yes,1.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),1.0,1.0,No
1753,Female,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.0,0.0,No
1754,Male,0,No,No,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.0,0.0,No
1755,Male,0,Yes,Yes,1.0,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),0.0,1.0,No
1756,Male,0,No,No,1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),0.0,0.0,No
1757,Male,0,Yes,Yes,1.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),1.0,1.0,No
1758,Female,0,No,No,0.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.0,0.0,No
1759,Male,0,Yes,Yes,1.0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,1.0,1.0,No
1760,Female,0,Yes,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),1.0,1.0,No
1761,Female,0,Yes,Yes,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,0.0,0.0,No
1762,Female,0,Yes,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1.0,1.0,No
1763,Female,0,No,No,1.0,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),0.0,1.0,No
1764,Male,0,Yes,No,1.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),1.0,1.0,No
1765,Female,1,No,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.0,1.0,Yes
1766,Male,1,No,No,0.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.0,0.0,Yes
1767,Male,0,No,No,0.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,1.0,0.0,Yes
1768,Female,0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0.0,0.0,No
1769,Male,0,Yes,Yes,0.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.0,0.0,No
1770,Male,1,No,No,1.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,1.0,1.0,No
1771,Male,1,Yes,No,1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0.0,0.0,No
1772,Female,0,No,No,0.0,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),0.0,0.0,No
1773,Male,0,Yes,Yes,1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.0,0.0,No
1774,Female,0,No,No,0.0,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,1.0,0.0,No
1775,Female,0,No,Yes,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0.0,0.0,Yes
1776,Male,1,Yes,No,1.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,1.0,1.0,No
1777,Female,1,No,No,0.0,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,1.0,0.0,No
1778,Male,0,No,Yes,0.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1.0,0.0,Yes
1779,Female,0,No,No,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.0,0.0,Yes
1780,Male,0,Yes,Yes,1.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1.0,1.0,No
1781,Female,0,No,No,1.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),1.0,1.0,Yes
1782,Female,1,Yes,No,1.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),1.0,1.0,No
1783,Female,0,Yes,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0.0,0.0,No
1784,Male,0,Yes,No,1.0,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,0.0,0.0,No
1785,Female,0,No,No,0.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),1.0,0.0,Yes
1786,Female,0,Yes,No,1.0,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,0.0,1.0,No
1787,Male,0,Yes,Yes,1.0,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),1.0,1.0,No
1788,Male,0,Yes,Yes,1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.0,0.0,No
1789,Female,0,Yes,Yes,1.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,1.0,1.0,No
1790,Female,0,Yes,No,0.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,1.0,0.0,Yes
1791,Female,0,Yes,No,0.0,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1.0,0.0,No
1792,Female,0,No,No,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.0,0.0,No
1793,Male,0,No,No,1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0.0,0.0,No
1794,Female,0,No,No,0.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.0,0.0,Yes
1795,Male,0,No,No,0.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.0,0.0,No
1796,Male,0,No,No,0.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1.0,0.0,No
1797,Male,0,Yes,Yes,0.0,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,0.0,0.0,No
1798,Female,0,No,No,1.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,0.0,0.0,No
1799,Female,0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.0,0.0,No
1800,Male,0,Yes,Yes,1.0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),0.0,1.0,No
1801,Male,0,Yes,Yes,1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.0,0.0,No
1802,Female,0,No,No,0.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,1.0,0.0,Yes
1803,Female,0,No,No,0.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,1.0,0.0,Yes
1804,Male,1,Yes,No,0.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1.0,1.0,Yes
1805,Female,0,Yes,Yes,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),1.0,1.0,No
1806,Female,1,No,No,0.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,1.0,0.0,No
1807,Male,0,Yes,No,0.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),1.0,0.0,No
1808,Male,0,No,No,0.0,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.0,0.0,No
1809,Male,0,Yes,Yes,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.0,0.0,No
1810,Female,0,Yes,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.0,0.0,No
1811,Male,0,No,No,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.0,0.0,No
1812,Male,1,Yes,No,1.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),1.0,1.0,No
1813,Male,0,Yes,Yes,1.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),1.0,1.0,No
1814,Female,0,Yes,Yes,1.0,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),0.0,1.0,No
1815,Female,0,Yes,No,0.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.0,0.0,No
1816,Male,1,Yes,No,0.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,1.0,1.0,Yes
1817,Female,0,No,Yes,0.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),1.0,1.0,Yes
1818,Male,0,No,No,0.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1.0,0.0,Yes
1819,Male,0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.0,0.0,No
1820,Female,0,No,No,0.0,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.0,0.0,No
1821,Male,0,Yes,No,1.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,1.0,1.0,No
1822,Female,0,Yes,Yes,1.0,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.0,1.0,No
1823,Male,0,No,No,1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,0.0,0.0,No
1824,Male,0,No,No,0.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1.0,0.0,No
1825,Male,0,No,Yes,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.0,0.0,No
1826,Female,1,Yes,No,0.0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,0.0,0.0,No
1827,Male,1,Yes,No,1.0,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.0,1.0,Yes
1828,Male,0,No,No,0.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,0.0,0.0,No
1829,Male,1,No,No,0.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.0,0.0,Yes
1830,Female,0,Yes,No,0.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.0,0.0,No
1831,Male,0,No,No,0.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.0,0.0,Yes
1832,Male,0,No,No,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),0.0,0.0,Yes
1833,Male,1,No,No,1.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,1.0,1.0,No
1834,Female,0,No,No,0.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),0.0,0.0,No
1835,Male,0,Yes,Yes,1.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),1.0,1.0,Yes
1836,Female,0,Yes,No,1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,0.0,0.0,No
1837,Male,0,No,No,1.0,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.0,1.0,No
1838,Female,0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.0,0.0,No
1839,Male,0,Yes,No,1.0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),1.0,1.0,No
1840,Male,0,No,No,1.0,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),0.0,1.0,No
1841,Male,0,No,No,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.0,0.0,No
1842,Female,0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.0,0.0,No
1843,Female,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.0,0.0,No
1844,Male,0,No,No,0.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.0,0.0,Yes
1845,Female,1,Yes,No,1.0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),1.0,1.0,No
1846,Female,0,Yes,No,0.0,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.0,0.0,Yes
1847,Male,0,No,No,0.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),0.0,0.0,Yes
1848,Female,0,No,No,0.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.0,0.0,Yes
1849,Male,1,No,No,0.0,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0.0,0.0,Yes
1850,Male,0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,0.0,0.0,No
1851,Female,1,No,No,1.0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.0,0.0,Yes
1852,Female,0,Yes,No,1.0,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),0.0,1.0,No
1853,Female,0,Yes,No,0.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,1.0,0.0,Yes
1854,Male,0,No,No,1.0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,1.0,1.0,Yes
1855,Male,0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.0,0.0,No
1856,Female,0,No,No,0.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.0,0.0,Yes
1857,Female,1,No,No,1.0,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,0.0,1.0,No
1858,Male,0,Yes,No,0.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.0,0.0,No
1859,Female,1,Yes,No,0.0,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,0.0,0.0,No
1860,Male,1,No,No,1.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,1.0,1.0,No
1861,Female,0,Yes,Yes,1.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),1.0,1.0,No
1862,Female,0,No,No,0.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,1.0,0.0,Yes
1863,Male,0,No,No,0.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.0,0.0,No
1864,Male,0,Yes,Yes,1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.0,0.0,No
1865,Male,0,No,No,0.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.0,0.0,No
1866,Female,0,Yes,Yes,1.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,1.0,1.0,No
1867,Female,0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.0,0.0,No
1868,Female,0,Yes,Yes,1.0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),1.0,1.0,No
1869,Female,0,Yes,No,1.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),1.0,1.0,No
1870,Male,0,Yes,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1.0,1.0,No
1871,Male,0,Yes,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),1.0,1.0,No
1872,Male,0,No,No,1.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),1.0,1.0,No
1873,Male,0,No,No,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),0.0,0.0,No
1874,Male,0,No,No,0.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1.0,0.0,Yes
